Pseudochromis fuscus	Chromis chromis	Parablennius parvicornis	Anabas testudineus	Helostoma temminckii	Selene dorsalis	Antennarius striatus	Spondyliosoma cantharus	Symphodus melops	Chaenocephalus aceratus	Sebastes norvegicus	Myoxocephalus scorpius	Perca fluviatilis	Lesueurigobius cf. sanzoi	Thunnus albacares	Chatrabus melanurus	Carapus acus	Lamprogrammus exutus	Brotula barbata	Acanthochaenus luetkenii	Rondeletia loricata	Beryx splendens	Neoniphon sammara	Holocentrus rufus	Myripristis jacobus	Monocentris japonica	Lampris guttauts	Regalecus glesne	Gadus morhua	Theragra chalcogramma	Boreogadus saida	Arctogadus glacialis	Merlangius merlangus	Melanogrammus aeglefinus	Pollachius virens	Gadiculus argenteus	Trisopterus minutus	Brosme brosme	Molva molva	Lota lota	Phycis phycis	Phycis blennoides	Malacocephalus occidentalis	Macrourus berglax	Bathygadus melanobranchus	Laemonema laureysi	Mora moro	Trachyrincus murrayi	Trachyrincus scabrus	Muraenolepis marmoratus	Melanonus zugmayeri	Merluccius capensis	Merluccius merluccius	Merluccius polli	Bregmaceros cantori	Stylephorus chordatus	Cyttopsis roseus	Zeus faber	Typhlichthys subterraneus	Percopsis transmontana	Polymixia japonica	Benthosema glaciale	Guentherus altivela	Parasudis fraserbrunneri	Borostomias antarcticus	Osmerus eperlanus
3.01229555738573	2.31192655082602	0.949640281585552	4.13104543173108	6.02110414765065	1.89641915478784	1.79779397578033	7.95084019424417	2.46626514311063	1.78201254589631	3.95169718944348	0.665848168264023	4.1485956347768	1.67600598484597	6.20681229851809	1.1378408117942	0.828747555437927	0.999631380947317	0.875820073072668	1.33031731117654	1.01696390929557	1.15443567738234	1.07067408056012	1.75859982879638	1.45163232086823	1.37055460001228	1.05923271605712	1.04168387936443	6.63768711036611	10.4774272008489	4.86943568236212	3.64398728451761	3.74750137693152	3.38589357366675	3.46470718964737	0.342270474383794	1.29354825776029	1.24837955250212	2.02418107992675	1.47797796912035	1.38354966538086	4.04696874772852	0.965679576313741	2.98535018840767	1.24311114618824	1.4866844467906	1.00300559239687	1.16416505157962	1.23204503035685	1.41335863061659	1.2387054454677	1.04619146417804	1.49158349810323	1.45629271329125	3.86590262751234	2.22159655691952	1.26928542726079	1.48392603905934	1.04792458144359	1.22079362142726	1.11445697426235	3.34887920803318	1.57869272752173	1.95946548581371	3.16851863802233	3.97941605299562
2.94625086532158	2.42724300107166	0.94990698468401	4.08608684217716	6.05942404567414	1.88732845758099	1.80634066945637	7.58387595632986	2.54602333909297	1.74815118090493	3.94276300364946	0.662953357226276	4.19569650486831	1.71120944118053	6.2638577741013	1.10749399561339	0.836874299042655	0.99012262918289	0.843082026874013	1.25542009707268	1.03459644932219	1.11544618889623	1.06462853111671	1.78778360254558	1.34370821451	1.31263022451843	1.10712717478344	1.05305701423898	6.2899310243294	9.80190344488431	4.74074515598	3.67475575372502	3.88628609957208	3.47310182894851	3.30764831315432	0.34160088620165	1.32990931854193	1.21282821060805	2.02522218678153	1.45030089426708	1.41922011538656	4.04831678440604	0.951298728567457	2.97464895557049	1.22122836385543	1.52305746382907	1.01612384522174	1.16640894949488	1.22444206375128	1.37121465890478	1.21675968932119	1.10384099490292	1.58591285753539	1.51560217779707	3.01004308682956	2.24872814968983	1.27012561765341	1.4357174644666	1.08397429989551	1.23307941475949	1.09406363048422	3.43462938576899	1.53853698779392	1.98207036435685	3.19047247761566	4.20001560655697
3.06161337791334	2.37365630368825	1.00667290400554	4.12574757302249	6.10867974454383	1.84759435124008	1.78072357098981	7.90132186560177	2.43170730409625	1.76393074360207	3.7559230722964	0.655104653080395	4.32633838418968	1.74520182840088	6.22156880061231	1.08783935765502	0.840210775179318	0.970607500011692	0.853486290111693	1.33481486119531	1.04048573561084	1.12542759911287	1.09061202499911	1.81721402297726	1.42140847156601	1.29707762342065	1.05354630503609	1.03952887882261	6.52701466008249	9.65578198987068	4.82270429004903	3.91306602045327	3.8369112219714	3.35444966391397	3.47037924185472	0.343913466428548	1.29403691712993	1.25185103503258	1.99384249975649	1.44329178026667	1.4336883513484	4.07713398330908	1.0413112685166	2.91377433162531	1.24648513887481	1.46909708427797	1.00126037167285	1.16072124208117	1.23151438835832	1.44507880922956	1.23511254645154	1.18486492943219	1.54866093889168	1.53637925388441	2.57815954249883	2.22759042684334	1.31765692337504	1.43080159753294	1.06994732365521	1.24896210948884	1.1016321713042	3.38729722379356	1.60432931694708	1.96678174097593	2.69559643575995	4.06919731610091
2.92030765948474	2.30390598655473	0.964721741979638	4.07681612404735	5.96627512587264	1.84864987197173	1.79756994716553	7.73382193231072	2.48807842593355	1.76716438546905	3.7695005548187	0.655036513878369	4.23233364181556	1.83555352768164	6.27648803902926	1.11256518340704	0.859036251278155	1.00457539027263	0.854684167382797	1.29519399678988	1.03530171649793	1.14213034839015	1.07730747475631	1.76346703870073	1.40998709280564	1.39308600373111	1.0864959923517	1.03382051552904	6.5727130092272	9.93772386918092	4.80691450121205	3.55493055335459	3.75561234382325	3.52063020573572	3.50658693580897	0.347097907545651	1.31497328377648	1.26860127945191	1.9854450578539	1.43617618918473	1.40930414717406	4.01929594195418	0.925896863385326	3.0900950222323	1.231357549364	1.48526058564977	1.00277548421877	1.16038004846223	1.24186992901133	1.44661684635581	1.24732198542277	1.11265043966404	1.5614137172158	1.43325941059974	2.85137686103023	2.26652892227199	1.3092696126372	1.44774517555079	1.03725489076062	1.24329769323243	1.04639999217709	3.41434162768546	1.57262257242842	1.88744105374664	2.09909025632225	4.38470907601775
2.95406988056904	2.31978555056587	0.948812757658429	4.23591649359448	5.96428949746791	1.91017057141011	1.71577087470324	7.83232845103861	2.60493512538533	1.78533318563581	3.73618938048121	0.667511920241479	4.23935641994717	1.82455221120354	6.33215992035075	1.11787341410856	0.811399261465334	0.988327196659862	0.86998738410198	1.28876124110914	1.03341249100579	1.10093580722446	1.05419411753503	1.81322459208153	1.39932940451643	1.35432909590735	1.08604115779401	1.00462591571345	6.4690796777571	9.77341530133903	4.83646111575395	3.68782052645145	3.84465504736915	3.42770623690052	3.49111044554919	0.334202135502428	1.30214334677357	1.19988632802448	1.97301789710756	1.44356635431598	1.41845410547985	3.99753435736995	0.981966106112894	3.10230596278116	1.2354211372087	1.46009934269501	1.0044965040595	1.16200708279623	1.23409725386669	1.46839775811958	1.21376114288321	1.1209740054438	1.63423013234611	1.47257802465644	2.62437819385837	2.22185990147444	1.32805257825196	1.4930735676126	1.0531309076629	1.22815894060991	1.14121166184409	3.25500500569663	1.55685126177658	2.05153519424533	2.63273225402203	4.33241470915633
2.91074943238152	2.43603813066463	0.957875329901781	4.07832770273211	6.10823088675718	1.85095533930476	1.79070175222341	7.72657182655138	2.5651487747012	1.7596762018786	3.79631394694792	0.669680532178976	4.20104573580645	1.83534579282557	6.38479190149577	1.13645925535247	0.808644255969436	1.01844804145766	0.840004061856007	1.294429679254	0.992467808849829	1.198572493223	1.06806532194689	1.77820280634391	1.44117649509275	1.36550856823341	1.10177067202896	1.03758438805662	6.57498812846587	9.42261113384468	4.74704406416404	3.92005494165667	3.88335119023142	3.62082815379926	3.57701261096316	0.342367342141542	1.27574422393145	1.27553730032642	1.9872534332511	1.48401447987507	1.414889979229	4.12187935825903	0.961451176747767	2.95758400376598	1.21180308097759	1.54414394272344	1.00642558373906	1.15130379767988	1.22666309453646	1.43998905499215	1.19794860879657	1.07627920707078	1.53105536895583	1.56561073775134	2.6813960985017	2.22236508385151	1.29298621755144	1.43044029478047	1.03936524884303	1.25954029813947	1.08632211048769	3.58295310485732	1.55589417872456	1.96464094813482	2.69986213016143	3.99264245722614
3.04849120899458	2.36616030686539	0.937849611503048	4.07595462565752	6.24646865519217	1.92198629033708	1.73536822035138	7.76058468731019	2.42777877618396	1.78530932283225	4.0787958694866	0.646368145854038	4.24999269993689	1.90372420486422	6.11307270248041	1.12826020744877	0.841428856713283	0.997611541425642	0.864069018741454	1.3218724747239	1.02686267327906	1.12836369889257	1.04787716408932	1.80210043127767	1.39755036869226	1.29746986901828	1.10328139476402	1.03664877767383	6.49046560607517	9.72199935995163	4.86716848187441	4.01002935040387	3.92852008960514	3.41478838452471	3.41471911303717	0.346988518765985	1.28904713703726	1.21423324209191	2.01982536270471	1.50323788612858	1.41836443570374	4.03892695684424	0.943601126603291	3.00827768162243	1.22193570335562	1.50119184377527	1.00630709989513	1.14843518058454	1.24639030945915	1.44423149453444	1.24823732899745	1.08630549501101	1.61398264777802	1.43023311129001	2.4705549066214	2.18920663588673	1.30425882592841	1.50195929981647	1.07882811548584	1.23494134481994	1.10593722153263	3.15092612058942	1.56658368199587	2.04511919683659	2.29677877252637	4.15418592737016
2.92817548044246	2.3913828317203	0.954648138274575	4.14072243110786	6.04072787139732	1.86710833557964	1.77169245066053	7.4941017015803	2.52450915956071	1.77118646430944	3.84032356970985	0.662504344550234	4.31749457240756	1.73594098748708	6.19376668427413	1.09840840597457	0.841085508724158	1.01061976952329	0.844548493732295	1.29510845727402	1.03503490594095	1.07981408405581	1.06095240117063	1.78133056900618	1.40184578997187	1.36314970341605	1.11190134504701	1.05711348088478	6.36157397725893	10.1795497826608	4.71889611693765	3.63907488774188	3.92339435941757	3.53900666994752	3.48848926122088	0.341139210267512	1.27513798191348	1.24732877205444	1.97347390899492	1.48308808962631	1.38746708840764	4.05685575987003	0.974946994626662	3.04854286917849	1.24688052490546	1.49841930732846	1.01415516028943	1.15476598684671	1.2120048193864	1.42086394434418	1.22555987065498	1.10699772828182	1.54108877399431	1.4009336429469	2.47115268031319	2.17201354825095	1.3163993991085	1.42386900105809	1.09432441883021	1.25038632187301	1.07248191658976	3.37266825217531	1.56686688540892	1.90893277581165	2.85709505386686	3.95010220002533
2.98003844252017	2.42499122733254	0.95192169491498	4.08247513572047	5.93940287819084	1.87548669724205	1.73434275778764	7.58553960679021	2.52752407049052	1.72918932532374	3.83455702937435	0.656327275511391	4.35861522162017	1.83986177055564	6.33156650121831	1.12518675550902	0.850054172765085	1.01197363539604	0.86143257310466	1.39139691317202	1.03676199286021	1.14153853669958	1.03348333947829	1.78850093014243	1.42515103707933	1.31855091523335	1.14976343407776	1.04407558716802	6.45492126928252	9.4846298827666	4.71293387782219	3.88599059186896	3.996512672749	3.34793253992969	3.46105915151198	0.334613550393672	1.28406978486163	1.19861456038539	1.9987521584406	1.47874363939106	1.45030311200809	4.02492868194154	0.960351318983421	2.99357404830387	1.25355016720162	1.47824853728414	0.989158837954991	1.17731053268072	1.23655991481211	1.42007639044837	1.20483384187901	1.0905208208519	1.51226589385116	1.48494557379683	2.65226931365879	2.28229526684884	1.24105058815264	1.40828615493906	1.07310164469482	1.24820890951073	1.12118442324563	3.25005265698538	1.56973567159165	2.12332777520381	2.38422177747329	4.28365335504172
2.93533889198863	2.35258590426754	0.9529430783921	4.17584080745071	6.1050670046094	1.836701043814	1.76235613970872	7.58854426735668	2.44944486448441	1.76500702148982	3.93949072491472	0.647680145274877	4.20004211352384	1.85758468591738	6.12910000722338	1.10929822691395	0.840441153460278	1.02075651173275	0.877587860836061	1.33409124707565	1.01833341821133	1.118249349198	1.05281378705395	1.77305414535057	1.43247181295671	1.31000977075609	1.10038193689526	1.05398133276983	6.6038681255584	9.91196567594253	4.88275091905611	4.01253128231285	3.8587194975584	3.38340237423637	3.32608157195642	0.33253458236854	1.31339879798832	1.2070656078326	1.97413672606492	1.4766083365364	1.44944201387797	4.03637036729294	0.955310745530631	3.0397101424054	1.23692967857013	1.49977461493794	0.985955751428469	1.16047459741849	1.26620122123346	1.41406348716678	1.2229603350836	1.12551462140279	1.57139398624311	1.51920234524912	2.24961667554533	2.15694755344107	1.31541273522561	1.46389429976753	1.04100636731296	1.22308618217313	1.08200200728217	3.26097649177333	1.70472027732173	2.11622833813597	2.31926577692671	3.9936761018921
